,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_score_classific,sentimento
273,a6c58307ee35180cf0dc1d39466db359,796b04ac2c7b508683f6010238b991f1,5,,fiz a compra por tabela e graças A Deus deu tudo certo fico muito grato pode confiar.,2017-12-23 00:00:00,2017-12-29 22:56:10,Ótimo,positivo
276,f7eb8792e67d53e01a224bfa9b6802b2,a0f2f8b0523207a13f02225bc812ed23,1,Horrível,"Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado",2018-08-05 00:00:00,2018-08-05 09:27:55,Péssimo,negativo
279,4940d39efaa50e020312724f6a6e5efa,1a1ef8dc595adbce0e5d75d806d69286,5,super recomendo,produto de qualidade e eficiência na entrega. recebi muito antes do combinado. recomendo,2018-06-08 00:00:00,2018-06-08 20:47:31,Ótimo,positivo
281,7bd303edd3865abe8addb98d2a2e6577,d66d818e0e5486b4382bdaad63390b53,5,Muito bom. ,Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. ,2018-08-01 00:00:00,2018-08-01 18:52:33,Ótimo,positivo
288,11caa17c5966423a2f73ded6a13ad638,15a31c39dee81bc534abff1f9b5ec6c2,5,,"Tudo ok,o baratheon sempre responsável com a suas entregas.",2017-07-26 00:00:00,2017-07-27 09:16:34,Ótimo,positivo
292,4dd68a0dee5ede8a445f797c46bca436,ac706ac9421036e88d5b2c96b058aba6,1,,o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei,2017-07-05 00:00:00,2017-07-11 10:20:06,Péssimo,negativo
296,f55ac350831de6694d569e9c0176dacd,92cd4be4e992be4ab03304531ce6c5f9,1,,E muito desordenado comprei três produtos mais não veio no dia sertões veio separado e em data separada ,2018-01-31 00:00:00,2018-02-01 02:12:01,Péssimo,negativo
297,2b4a570df87cd63b232272dd9dcac0cf,da532e87f26c130e0b3184bdd837982b,5,,A,2017-09-26 00:00:00,2017-09-27 08:54:34,Ótimo,positivo
298,3fb929ba2924ff0a47858efb007ceee1,df8e5e994bcc820fcf403f9a875201e6,5,otimo,entrega rapida,2018-08-07 00:00:00,2018-08-08 12:05:26,Ótimo,positivo
300,d0c2b9d96c387604a96ae43e7126cf9b,e7bf6c078fcd0eac3b977d498537e2b3,4,,foi bom,2017-05-16 00:00:00,2017-06-09 20:20:55,Acima da média,positivo
301,58b27f28e98acdaec89d736d8ed79dd5,e0ffd1287f544946a6a6a2dca083e37f,5,,Mercadoria certa entregue no prazo combinado. Grata,2018-02-24 00:00:00,2018-02-24 14:58:29,Ótimo,positivo
303,96ee030286f50f61c6d199bdfaa5573d,7920529b8621a433718e66c72a763bdc,1,,", muito ruim ! ",2017-11-29 00:00:00,2017-11-29 21:28:39,Péssimo,negativo
305,6280ca6a9e8c3a56b668ec8c5396caaf,534a0fbe91a806a1dc6bf09b497e3d6f,1,,Passou dos dias previstos.,2018-02-09 00:00:00,2018-02-14 04:13:49,Péssimo,negativo
311,968989a3b5192c9b9436fe7546acaca4,6d7195bd775441e75af3f52c8c73031f,3,,Ao fazer a compra do kit entendi que receberia 2 frascos de 60 cápsulas (cada) e não 2 frascos com 60 cápsulas no total. Só não vou devolver porque estou precisando do produto.,2018-03-30 00:00:00,2018-03-31 12:10:17,Na média,neutro
313,dc92cf357f5eb4d61b6a95fed53d17e1,c277dea251cfd74bf121060769a7135a,5,,Entrega bem antes do prazo perfeito!!,2018-08-14 00:00:00,2018-08-15 17:18:14,Ótimo,positivo
314,382d855ffdd4f5e66594dbfb1566e96f,f506fd1443d94ad16f25a94426fb8805,5,10,Cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes 👏👏👏👏?,2018-06-03 00:00:00,2018-06-04 00:38:19,Ótimo,positivo
319,06aa3111724159bb69b8568181ec05c4,8458ad0c5a4b19319109dc629ac03c8f,5,,bem rapido a entrega e bom comprar com vcs,2017-10-20 00:00:00,2017-10-23 20:54:29,Ótimo,positivo
320,3db041dd46e9935752c691a2093799c2,51eaae3287e04efba45a51f52098fc88,1,,Produto não recomendo não ler em nenhum dispositivo,2018-04-27 00:00:00,2018-04-28 01:49:40,Péssimo,negativo
321,9ad64902b6c9bfad48bbe4d17e4dcb4b,ecdc847ed73d804147eb009dec3a0a0c,4,,"Entrega super rápida, parabéns!",2017-05-13 00:00:00,2017-05-14 14:37:54,Acima da média,positivo
324,6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,bfaea68f958681ec9d22aa2114b45721,4,recomendo,Tudo rápido e eficiente.,2018-08-12 00:00:00,2018-08-14 12:49:30,Acima da média,positivo
327,8f9aa50ee40780ba3f79614530a34ebe,729c445f5f350f88d5c9a3911d6e9bc0,5,Muito bom ,Creme maravilhoso e entrega super rápida,2018-05-10 00:00:00,2018-05-10 16:21:17,Ótimo,positivo
330,f3f77d01a24ce4da52b6f7e83e71498d,a5a83c95ed669b7ba0ddce1d761c191f,1,,"Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. ",2018-03-01 00:00:00,2018-03-02 12:55:24,Péssimo,negativo
331,2fe0ca8fe19ae1ab68408a1235bbd054,1b82cfd1e6a6d682ee254b2ff4cf387f,4,,"Chegou hoje 
sem comentários",2018-03-31 00:00:00,2018-04-03 21:11:53,Acima da média,positivo
332,b396ba75350276a6cc1993b6627dceea,43050a51a257b17d51295e07650cb654,1,Lamenetável...,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor",2018-08-23 00:00:00,2018-08-30 03:02:39,Péssimo,negativo
335,610a49f3e897c9295111d0a8c0d6e65b,f1eb378be592a06b8c3c6006b7d7102e,5,,Muito bom! Aquilo que esperava!,2017-12-05 00:00:00,2017-12-07 20:12:19,Ótimo,positivo
336,f3401a1de0c152923ba58cf7b7d2b84a,a848ecb46fe108b35dd5bd7bf4fdddca,2,Qualidade ruim!,A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.,2018-05-19 00:00:00,2018-05-20 13:07:24,Abixo da média,negativo
341,ef9ef383ff6625e8e118db388ad3420d,67274e3826cb110f3d0cb45f33c2275e,3,Insatisfeito,No site o produto parece ter melhor qualidade de material e acabamento.,2018-07-06 00:00:00,2018-07-09 19:07:34,Na média,neutro
345,5d6f9cddc8335878d8bf20c3bd4602e8,38fc895ea0a2aa253a46a6fdbb65aaf5,5,mega recomendo,"Recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda não montei.Produto lindo,cor perfeita,amamos.
SUPER RECOMENDO.",2018-08-10 00:00:00,2018-08-11 12:59:16,Ótimo,positivo
346,f4d74b17cd63ee35efa82cd2567de911,f269e83a82f64baa3de97c2ebf3358f6,3,,"A embalagem deixou a desejar, por pouco o produto não foi danificado, a caixa estava toda amassada.",2018-01-12 00:00:00,2018-01-13 18:46:10,Na média,neutro
347,3a336941a21a96535c9b70e3d28be499,b630c986ea5c14749196132407a05589,5,EXCELENTE PRODUTO,Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.,2018-07-04 00:00:00,2018-07-04 22:24:25,Ótimo,positivo
348,d31fe8f01470eff5b2a3668c9a328913,323ebc5450e01beac5ad45e926ecf923,5,,Recomendo.,2017-05-08 00:00:00,2017-05-08 17:29:12,Ótimo,positivo
349,f677a419ee4910ae12bf8cb73dc0d332,7368e14d8b9e7b886e433697b89e937c,3,,Faltaram os cabos e o manual,2018-02-27 00:00:00,2018-03-02 00:24:24,Na média,neutro
354,2e21bb397364fa799a4a1609fd2e6e3b,9d7f2c9f33008498700ffdc3162878fb,5,,ótimo chegou bem antes do prazo .,2017-09-01 00:00:00,2017-09-04 20:46:52,Ótimo,positivo
358,670e12015ba4dca0bc1d220aaf5c19f9,988551bc1edc4b81a7e98af061a60228,5,,Entregue no prazo produto muito bom.,2017-10-14 00:00:00,2017-10-17 13:50:29,Ótimo,positivo
361,7cae6dc895e8f5238f2300e103742ce2,68993f27a34bd02e3b2c2ebb5c41b9ec,2,,"O produto foi embalado apenas com papel pardo sobre a embalagem e enviado pelos correios. Lógico, a embalagem chegou amassada e só deus sabe se o produto está funcionando ou não, ainda não testei.",2017-03-22 00:00:00,2017-03-22 21:35:59,Abixo da média,negativo
363,5e5ae81fbed794a34c7b44744b168a5f,fb1d2527c581c02fc24ea10dd0a0a012,5,,Acho q deveriam mandar por sedex ao invés de pac,2017-07-26 00:00:00,2017-07-27 00:12:23,Ótimo,positivo
364,af41ee42a3e2dc767023449fda6c12fa,762955db358210db24103ff9ce1ddda7,1,,"Última vez que compro pois hoje vai fazer 1 mês que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen.",2018-03-21 00:00:00,2018-03-21 15:32:51,Péssimo,negativo
369,d28138dcbee5d50ca9dddb812d21ce85,134bf8fea9ec1583380780902cf0dc7c,5,,Lindo... Só faltou instruções da troca de pulseiras.,2018-03-18 00:00:00,2018-03-18 16:55:21,Ótimo,positivo
372,cc4e1115d5c84efa5976f12404569949,c81d1d3f8deeded6af5d352021b5a188,5,,"Produto exatamente conforme descrito.
Chegou bem antes do prazo!",2018-04-04 00:00:00,2018-04-04 21:30:47,Ótimo,positivo
379,07b48dbc11677f5021dbefcaba550ed2,0527142b56f235b4936a8573f33b020b,5,,"O produto chegou bem antes do prazo estipulado, amei o atendimento! Super recomendo ",2017-07-26 00:00:00,2017-07-27 22:55:48,Ótimo,positivo
380,4f2d420b33665f546c373953c8dfb5fd,523824180b3b651c5d233b761bdd7597,1,,"Não gostei do produto, material de péssima qualidade.",2017-10-08 00:00:00,2017-11-10 16:24:28,Péssimo,negativo
381,bfd1c687738141ef5861a1a1269ca855,409e065598ea4a9dba359d894ab0cab9,1,,"Dos dois produtos comprados, foi entregue apenas um!",2018-01-10 00:00:00,2018-01-11 11:54:28,Péssimo,negativo
382,6724babb3b9952660bc345b5f5a4db07,c09eea5faf2f865d54fac5b97b961a75,1,,Nao compro mais na lannister. Se é parceiro da lannister ou não essa targaryen jamais uso novamente. Quando eu ler que é dessa empresa saio correndo. Um absurdo. Quase um mês para entregar. Extra.com ok,2018-02-09 00:00:00,2018-02-10 01:04:39,Péssimo,negativo
383,c5efc0219f2949a8f81d5e8b39b9ca0c,1cbcc355e275e5143ab1dbf260ca14f1,3,,Recebi corretamente o produto,2017-03-23 00:00:00,2017-03-23 22:03:17,Na média,neutro
389,830cc72c5691e78c2cde500865e21e65,6ce409ae9fc35c1c78c3190b660a23b4,5,,"recebi o produto dentro do prazo informado, ainda não utilizei.",2018-03-24 00:00:00,2018-03-27 12:24:58,Ótimo,positivo
391,8a310b56e4d05a7786d23986a1a49ae9,c5a47daec61dfde191baca4e5c10668f,4,Recomendo,"O pedido chegou antes do combinado, muito bom.",2018-05-08 00:00:00,2018-05-10 17:19:17,Acima da média,positivo
392,d44b85fda6987ad606e1b7c62dd481e4,87ecc025e6e05e1bd65706f6d689856c,4,,produto entregue conforme anunciado.,2017-09-05 00:00:00,2017-09-06 12:31:09,Acima da média,positivo
394,5c1ba09de5c746017d406bd2cfefeca3,327eb42fa668b532239f44713415a37a,3,nao entrega do produto,recebe apenas 01 peça do produto! estou precisando da 2 peças restante! ,2018-04-26 00:00:00,2018-04-26 13:36:47,Na média,neutro
395,5fb1fed9d3ca845936082614bd07cec2,1bfde5e32fa7b177c2c0f313c67ee333,5,,LOJA 10,2017-11-14 00:00:00,2017-11-16 09:21:29,Ótimo,positivo
396,700135724fcdc3170960fd95b8fb5904,bf013ab8da2ddc44737310fb1f58361e,4,,"O violão que comprei é lindo, porém a cor do adesivo não confere com a foto do ato da compra, mas aprovei.",2017-06-22 00:00:00,2017-06-22 23:54:31,Acima da média,positivo
398,b54c1776f5955ced2f54c711c665a025,520a772c685704aec515546f7a098ea9,1,,Nem fizeram a nota fiscal ,2018-01-30 00:00:00,2018-01-30 02:34:26,Péssimo,negativo
399,264527c876f418e7b43e09f0079942e2,ce136deab0b93414db6536909873e31b,5,,"Chegou antes do prazo!
Produto excelente!",2018-03-06 00:00:00,2018-03-08 21:29:27,Ótimo,positivo
404,d6c0b888949f0c3f236d67f588913930,4cd9478b63edacb631dcf780b036b157,4,recomendo,trabalho com profissionalismo das lojas lannister. indico com certeza,2018-07-01 00:00:00,2018-07-03 22:47:44,Acima da média,positivo
408,f4d2c6ed9bebda9d41573e30f3d629b5,544789a536e56050d352f95b48062912,1,,"O MP3 player não funciona, mesmo trocando a pilha diversas vezes. Tive que devolver.",2017-11-05 00:00:00,2017-11-06 13:54:54,Péssimo,negativo
409,91283389ca8846dd242990c799a85f5e,b70e6b353379423761497f0d95376da2,5,,super recomendo o produto que é muito bom!,2017-08-17 00:00:00,2017-11-05 15:18:55,Ótimo,positivo
410,5159ec80ded330546c2f4a3d23c911d2,5420abaef4ca382f6916df704a0d54b0,5,,"Pré treino muito bom, um dos melhores do mercado, se não for o melhor. ",2017-10-07 00:00:00,2017-10-07 23:01:25,Ótimo,positivo
411,308400be88a43702db20fbb71b6cff74,752c20debb41dbddf6f5898e8d83e766,4,," A loja postou o produto de e mediato o correio demorou um pouco
",2017-07-11 00:00:00,2017-07-11 23:20:14,Acima da média,positivo
412,557d0e6fe3a03460bb041cd5b3f7427d,adde6f841dc05dfe3899ed053001e5bc,5,,"Sempre compro no stark e sempre sou bem atendido, site eficiente e produtos de ótima qualidade, recomendo a todos podem comprar de olhos fechados! ",2017-05-24 00:00:00,2017-05-24 23:06:01,Ótimo,positivo
413,513f392b12d02aef2c303846b4710eb6,e48bf703c3d5e80776e4d036425edddb,4,,Muito bom desde da compra a entrega td direitinho e rapido,2017-09-09 00:00:00,2017-09-10 09:39:03,Acima da média,positivo
414,949127f36b466d3e93a6f3688062cd77,6d2fbf76787b9f35b1f3c3835a8a6a01,5,Captador Presys Blend,Tudo ok!,2018-08-04 00:00:00,2018-08-06 12:54:45,Ótimo,positivo
419,341ccd0a62b82793121e9ebdd1eafaf9,adad66be45caa015d25e03ed17610197,1,,A targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia 14/12/17 empresa falsa quero receber meus produtos que foram pagos com boleto bancari,2017-12-15 00:00:00,2017-12-20 07:55:39,Péssimo,negativo
420,396ca63a1ddba5ae532c35316166b90f,24b41566e32a4a737536859707517572,5,,Entrega e qualidade do produto de acordo com o esperado.,2017-09-12 00:00:00,2017-09-13 00:32:24,Ótimo,positivo
421,6d1e743b69d68d1864f8cb45e74be0d2,93e56c4866b1bca15316f565c387e573,5,,Excelente recomendo,2018-03-27 00:00:00,2018-03-29 00:36:18,Ótimo,positivo
422,0272d07f5d34a8c3d31272e7ff967e7b,c862d307944b0dd344a6e4310a345564,3,,"A bolsa e muito bonita por fora
Mas dentro não tem forro 
E é bem fragil 
",2018-01-23 00:00:00,2018-01-24 18:21:11,Na média,neutro
426,320ae91d4c5cb8164c168fc68392a5fb,934e266bc66e8ed5bba8266dfde60175,1,Produto pirata!,"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. ",2018-05-22 00:00:00,2018-05-23 01:03:33,Péssimo,negativo
427,80d8874af03512892908e3910ca8ed00,20643f3f5e6c738074425d5ea256551a,4,,"muito bom, recomendo o produto.",2018-04-19 00:00:00,2018-04-20 09:56:24,Acima da média,positivo
430,6d7d0a5e33c92adf782b137720eeefa6,d9aefa5d4ccd369c783f5121e069a470,5,produto fraco ,quanto ao site não tenho o que questionar! sempre cumprem super o combinado ... recomendo sempre! mas o produto é fraco.. ,2018-05-11 00:00:00,2018-05-14 12:04:52,Ótimo,positivo
432,5f8ed42b9eee8adbd7344caca4ca507e,05ad071b550b1cf2815e8bf3bec3291f,4,,bom em todos os aspectos,2017-05-20 00:00:00,2017-05-23 10:43:03,Acima da média,positivo
440,e5a35475f7efa7f6abac5febba3fb464,7dd12269fb63d70af90a488dc5e90876,5,,Até hoje estou satisfeito com a sbmarino,2018-04-17 00:00:00,2018-04-19 20:58:25,Ótimo,positivo
443,b92b5b1122f1298b87bc7882115db417,e30b9cda599826e24ad3f5eddf966583,1,,Não foram entregue as duas capas de couro compradas. Apenas uma delas. Aguardo a devolução do dinheiro ou a entrega da segunda capa.,2017-08-12 00:00:00,2017-08-20 16:13:44,Péssimo,negativo
445,92e62e4f3ea203ac193f3271d85b11ea,061295e635460bf36f1bb41bd54fd2d2,5,,Gostei!,2017-12-20 00:00:00,2017-12-21 00:39:53,Ótimo,positivo
455,f922b9d00a755863556181c1a366193d,af168723acee7d4de0144ad5361f547d,3,Nota 8,"Fiquei feliz com. O tecido ,mas acho que faltou o lençol de cima para ficar completo , espero que logo lancem.",2018-07-07 00:00:00,2018-07-09 21:54:31,Na média,neutro
456,49f6f0bbf53f6d961deefc4d2fb0a6cd,4b9d1bbbeed0481ecc124c66e355896f,5,,Chegou antes do prazo é a cabeceira é linda.,2018-03-07 00:00:00,2018-03-07 18:12:58,Ótimo,positivo
459,7c43af1205ff01c2b95065b2b02b3343,bc8f3e9818eb33025b36bc379eebc6e8,3,,"Houve alguma confusão entre vendedor e o stark, pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega; neguei e recebi o produto dias depois.",2017-06-09 00:00:00,2017-06-12 11:07:41,Na média,neutro
463,3140a4eb146655fe104d54d385f9e9a0,50ca437944c60d3b838ce51d74a464b8,5,,10,2018-01-20 00:00:00,2018-01-22 11:02:18,Ótimo,positivo
464,6b15d200f47b4e13b03d237fd0b1894e,b78daf077b6b98f10302642e4c657877,5,,Gostei do produto chegou no tempo certo os vendedores estão de parabéns,2017-06-15 00:00:00,2017-06-15 20:18:40,Ótimo,positivo
467,c25f2dc8ab33facf7a72f76c8a47d75a,613664f2d7289e4a0898d9bfeb426db0,5,,Atendimento excelente,2018-01-05 00:00:00,2018-01-08 21:16:45,Ótimo,positivo
468,fa82e03e20dd362ebe83572fc81398c7,52ef81c49a349b1162a7bd4a8c2034e4,4,,Gostei ,2017-05-03 00:00:00,2017-05-04 11:50:29,Acima da média,positivo
471,f8499130452fd0f108a9a24454f51c32,730308f506bdb6d00878bc7cce6109f9,1,,No dia 19 de maio usei e a à alça quebrou sem muito peso ,2017-05-19 00:00:00,2017-06-01 02:03:49,Péssimo,negativo
472,72093b147d797e6abbdf569bf07bf57f,e996c39018a2d8a9e46fbbbbb10ee3a7,5,,Toalha do maior campeão do Brasil maravilhosa ,2018-01-31 00:00:00,2018-02-01 02:08:00,Ótimo,positivo
473,4292f07bf6cb46aa563a430e6d9cf10b,7ec4063a8ed5b8e7ab1b7bdd7951ffa9,5,,"A entrega foi realizado muito antes do previsto. 
Bom produto...estou satisfeita",2018-04-20 00:00:00,2018-04-20 11:17:21,Ótimo,positivo
477,1545c0d2c381662ba869e91e4c1aaca1,c589bcc1414f7d7d949f353b1d1a45d9,5,,Até agora tudo bem estou esperando a entrega do produto,2018-02-04 00:00:00,2018-02-09 18:44:17,Ótimo,positivo
479,032cfb72d792d30b6181b482d85f8d1a,c1ba0776bb79a0826691352f8d6ea4e0,5,Tudo certo!,"A compra ocorreu como o esperado, desde de o pedido até o recebimento do produto. Tudo bem certinho. ",2018-07-12 00:00:00,2018-07-13 02:40:10,Ótimo,positivo
483,67c79a3a4b7d8e4fc8590fb8ca4d3f8a,6b5c527f8d210097a9cfaddd7bf4ec94,5,,"O produto foi entregue antes do prazo.
",2018-01-10 00:00:00,2018-01-11 12:12:05,Ótimo,positivo
486,5fdcb2a2c4de7fbbf5715788535f4a96,058350ebe1e9c9b426d1331b4b6063d1,4,,"Gostei muito do produto era exatamente boque eu esperava, entrega dentro do prazo, parabéns recomendo a loja",2017-03-31 00:00:00,2017-04-03 14:38:12,Acima da média,positivo
488,8eaebf463e205cdcc126801ca343a33f,7977e307a9ea263c2cef8cdc9ccbbe26,2,,comprei o produto na cor preta e chegou na cor vermelha.,2017-04-11 00:00:00,2017-04-12 11:14:41,Abixo da média,negativo
492,90febfe6ab599694729eaba46be1d3ad,a1ea75ae7c9c7bb3f5b51a9ee910de31,5,,"já é a segunda vez que compro nesta loja,super eficiente entrega rápida e antes do prazo contratado, produto bem embalado , Nota 10
Muito Obrigado",2018-01-26 00:00:00,2018-01-27 20:03:09,Ótimo,positivo
493,380884f53f113319198a99516da2ada4,109294a0d68947b6b49c0a59a8f951cd,4,recomendo,"otimo
",2018-06-17 00:00:00,2018-06-19 19:48:57,Acima da média,positivo
496,5fd2d6fbe0e63511703a80078e938be5,993f3fc78c8cdf418bd5b0f7cfffcaa9,2,,Pensei que a mochila fosse um material mais resistente.,2018-08-22 00:00:00,2018-08-27 17:58:12,Abixo da média,negativo
499,ed2842d0aa7ac6285c7547d17f17da4d,26874945bcbf47606ab08580cf923693,1,,"Comprei um produto e veio outro.
Mandei msg informando o erro , porém não obtive resposta.
Obrigado ",2018-02-22 00:00:00,2018-02-22 22:01:45,Péssimo,negativo
501,9a8d24623d56c13f950247baa73f4c80,25a178eea0cfa9b0489aa1d8294423bf,1,,o produto demora muita para chegar !,2018-03-10 00:00:00,2018-03-15 14:01:32,Péssimo,negativo
505,4b4f1f1ad3fcac5ed98109ed67b1d072,5b5043f6dc2ed04c3956162d98ee4005,3,,"So recebemos um relogio pelo correio

att
",2018-03-17 00:00:00,2018-03-19 15:01:25,Na média,neutro
511,6d5cbd66b8b52a035e44276fdda28797,60ddc3cf31819e316702f9ede42e26c7,5,,"entrega rápida, produto conforme esperado",2017-04-20 00:00:00,2017-04-21 10:54:36,Ótimo,positivo
512,f74dd1cc5d081bff126d062eec26f695,4a359800ff0688de3eabc92972987238,5,Otimo,Tudo como anunciado....Ótimo produto...,2018-05-11 00:00:00,2018-05-12 09:51:46,Ótimo,positivo
513,9d14b1424ca737608bc50f9d3c1a78bb,04ad8c8d81d4c6b6936947bfe41c20fd,3,,"Produto de boa qualidade, exatamente conforme anunciado, e o preço baixo é uma atrativo a mais.",2018-03-20 00:00:00,2018-03-21 03:11:29,Na média,neutro
514,9ba260ed7e6a228e5e9910e035a70c7f,2b7f34e9b0b9eba10050d725278d8609,1,,"Somente foi entregue uma unidade, ao invés de duas.",2017-12-13 00:00:00,2017-12-15 18:37:47,Péssimo,negativo
515,a3d308c5563d93a99c7896bf7ff94e80,a80aedf3acd66b4cd4f63901251af78f,4,," adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito",2017-05-10 00:00:00,2017-05-15 16:23:26,Acima da média,positivo
517,3f71ee62eb5acdc9b5121f6d99901583,e2f6cc7f7084110fd5473cfdae918307,5,perfeito!!,Muito satisfeito.,2018-05-01 00:00:00,2018-05-08 04:00:00,Ótimo,positivo
518,668aad714767396c2b7d949a27913bb7,b4138bbc55ffe9ddeb824f7e3068fc50,4,Lol pet,Otimo produto porem caro demais !!! ,2018-07-03 00:00:00,2018-07-04 00:57:26,Acima da média,positivo
520,ddda0fa55fc550a8f14f6ae00652fcf9,bef6f136b891658b2b57851b5afb5c99,5,,"Produtos otimos, entrega rápida.
Super recomendo!!!",2017-12-22 00:00:00,2017-12-23 15:49:01,Ótimo,positivo
522,699b866b71b5ad31f1faa2b1ab4fe1a6,43150008aa4569cfef4be756bd7dbdd3,2,,"recebi sim mais com defeito os encaixes sao dois igual e nao fecham 
",2018-01-18 00:00:00,2018-01-24 10:19:28,Abixo da média,negativo
525,73a58bd10f2667a04ee95df0071d5988,a5ace85930526f2e2c1f06c2d3383e90,1,,Ainda não recebi,2018-01-06 00:00:00,2018-01-06 12:19:24,Péssimo,negativo
